X1,fila,ID,fila_final,data
2947:,15347274,2947,15347380,1
2948:,15347381,2948,15347506,1
2949:,15347507,2949,15349565,1
2950:,15349566,2950,15351347,1
2951:,15351348,2951,15351651,1
2952:,15351652,2952,15351809,1
2953:,15351810,2953,15399621,1
2954:,15399622,2954,15403875,1
2955:,15403876,2955,15417621,1
2956:,15417622,2956,15418109,1
2957:,15418110,2957,15418222,1
2958:,15418223,2958,15419238,1
2959:,15419239,2959,15419361,1
2960:,15419362,2960,15455048,1
2961:,15455049,2961,15455403,1
2962:,15455404,2962,15456755,1
2963:,15456756,2963,15456903,1
2964:,15456904,2964,15457202,1
2965:,15457203,2965,15469705,1
2966:,15469706,2966,15469842,1
2967:,15469843,2967,15471989,1
2968:,15471990,2968,15472785,1
2969:,15472786,2969,15472852,1
2970:,15472853,2970,15473025,1
2971:,15473026,2971,15473547,1
2972:,15473548,2972,15475593,1
2973:,15475594,2973,15475842,1
2974:,15475843,2974,15479016,1
2975:,15479017,2975,15479231,1
2976:,15479232,2976,15480201,1
2977:,15480202,2977,15480757,1
2978:,15480758,2978,15480859,1
2979:,15480860,2979,15481013,1
2980:,15481014,2980,15482887,1
2981:,15482888,2981,15487984,1
2982:,15487985,2982,15488542,1
2983:,15488543,2983,15488787,1
2984:,15488788,2984,15489528,1
2985:,15489529,2985,15490102,1
2986:,15490103,2986,15492421,1
2987:,15492422,2987,15492590,1
2988:,15492591,2988,15495825,1
2989:,15495826,2989,15498850,1
2990:,15498851,2990,15499021,1
2991:,15499022,2991,15499116,1
2992:,15499117,2992,15543412,1
2993:,15543413,2993,15543665,1
2994:,15543666,2994,15544921,1
2995:,15544922,2995,15545145,1
2996:,15545146,2996,15545391,1
2997:,15545392,2997,15545722,1
2998:,15545723,2998,15545829,1
2999:,15545830,2999,15546023,1
3000:,15546024,3000,15547725,1
3001:,15547726,3001,15547847,1
3002:,15547848,3002,15548004,1
3003:,15548005,3003,15549874,1
3004:,15549875,3004,15550300,1
3005:,15550301,3005,15552550,1
3006:,15552551,3006,15552951,1
3007:,15552952,3007,15553478,1
3008:,15553479,3008,15553608,1
3009:,15553609,3009,15557788,1
3010:,15557789,3010,15558811,1
3011:,15558812,3011,15559671,1
3012:,15559672,3012,15560943,1
3013:,15560944,3013,15569183,1
3014:,15569184,3014,15569409,1
3015:,15569410,3015,15591608,1
3016:,15591609,3016,15591796,1
3017:,15591797,3017,15621910,1
3018:,15621911,3018,15622438,1
3019:,15622439,3019,15622591,1
3020:,15622592,3020,15624002,1
3021:,15624003,3021,15629592,1
3022:,15629593,3022,15629796,1
3023:,15629797,3023,15631836,1
3024:,15631837,3024,15632140,1
3025:,15632141,3025,15633080,1
3026:,15633081,3026,15634564,1
3027:,15634565,3027,15634745,1
3028:,15634746,3028,15635098,1
3029:,15635099,3029,15636250,1
3030:,15636251,3030,15642247,1
3031:,15642248,3031,15642581,1
3032:,15642582,3032,15642730,1
3033:,15642731,3033,15642951,1
3034:,15642952,3034,15643251,1
3035:,15643252,3035,15646144,1
3036:,15646145,3036,15646221,1
3037:,15646222,3037,15646436,1
3038:,15646437,3038,15646780,1
3039:,15646781,3039,15647643,1
3040:,15647644,3040,15647937,1
3041:,15647938,3041,15648046,1
3042:,15648047,3042,15648164,1
3043:,15648165,3043,15651309,1
3044:,15651310,3044,15651490,1
3045:,15651491,3045,15651711,1
3046:,15651712,3046,15667181,1
3047:,15667182,3047,15675164,1
3048:,15675165,3048,15675630,1
3049:,15675631,3049,15675963,1
3050:,15675964,3050,15676051,1
3051:,15676052,3051,15676529,1
3052:,15676530,3052,15676732,1
3053:,15676733,3053,15677055,1
3054:,15677056,3054,15682751,1
3055:,15682752,3055,15683195,1
3056:,15683196,3056,15683323,1
3057:,15683324,3057,15684712,1
3058:,15684713,3058,15705714,1
3059:,15705715,3059,15705825,1
3060:,15705826,3060,15706131,1
3061:,15706132,3061,15706345,1
3062:,15706346,3062,15707386,1
3063:,15707387,3063,15708083,1
3064:,15708084,3064,15708451,1
3065:,15708452,3065,15709262,1
3066:,15709263,3066,15709360,1
3067:,15709361,3067,15709493,1
3068:,15709494,3068,15709754,1
3069:,15709755,3069,15709839,1
3070:,15709840,3070,15710075,1
3071:,15710076,3071,15728486,1
3072:,15728487,3072,15729786,1
3073:,15729787,3073,15730886,1
3074:,15730887,3074,15731044,1
3075:,15731045,3075,15731478,1
3076:,15731479,3076,15732685,1
3077:,15732686,3077,15734718,1
3078:,15734719,3078,15755937,1
3079:,15755938,3079,15823513,1
3080:,15823514,3080,15823774,1
3081:,15823775,3081,15824943,1
3082:,15824944,3082,15832845,1
3083:,15832846,3083,15832916,1
3084:,15832917,3084,15837681,1
3085:,15837682,3085,15866483,1
3086:,15866484,3086,15870626,1
3087:,15870627,3087,15870776,1
3088:,15870777,3088,15870912,1
3089:,15870913,3089,15871196,1
3090:,15871197,3090,15874958,1
3091:,15874959,3091,15875457,1
3092:,15875458,3092,15875875,1
3093:,15875876,3093,15881798,1
3094:,15881799,3094,15882034,1
3095:,15882035,3095,15885328,1
3096:,15885329,3096,15885654,1
3097:,15885655,3097,15885753,1
3098:,15885754,3098,15910029,1
3099:,15910030,3099,15910112,1
3100:,15910113,3100,15910198,1
3101:,15910199,3101,15910805,1
3102:,15910806,3102,15915799,1
3103:,15915800,3103,15916166,1
3104:,15916167,3104,15916523,1
3105:,15916524,3105,15916798,1
3106:,15916799,3106,16052230,1
3107:,16052231,3107,16053736,1
3108:,16053737,3108,16053886,1
3109:,16053887,3109,16053952,1
3110:,16053953,3110,16054061,1
3111:,16054062,3111,16055670,1
3112:,16055671,3112,16056349,1
3113:,16056350,3113,16076999,1
3114:,16077000,3114,16077347,1
3115:,16077348,3115,16077529,1
3116:,16077530,3116,16079149,1
3117:,16079150,3117,16079595,1
3118:,16079596,3118,16079728,1
3119:,16079729,3119,16080500,1
3120:,16080501,3120,16082939,1
3121:,16082940,3121,16083313,1
3122:,16083314,3122,16085032,1
3123:,16085033,3123,16085404,1
3124:,16085405,3124,16090298,1
3125:,16090299,3125,16090822,1
3126:,16090823,3126,16091323,1
3127:,16091324,3127,16091943,1
3128:,16091944,3128,16111307,1
3129:,16111308,3129,16112678,1
3130:,16112679,3130,16112953,1
3131:,16112954,3131,16113073,1
3132:,16113074,3132,16113154,1
3133:,16113155,3133,16113906,1
3134:,16113907,3134,16114859,1
3135:,16114860,3135,16120908,1
3136:,16120909,3136,16121261,1
3137:,16121262,3137,16121389,1
3138:,16121390,3138,16164117,1
3139:,16164118,3139,16165063,1
3140:,16165064,3140,16165177,1
3141:,16165178,3141,16165521,1
3142:,16165522,3142,16165918,1
3143:,16165919,3143,16167088,1
3144:,16167089,3144,16167279,1
3145:,16167280,3145,16168851,1
3146:,16168852,3146,16169208,1
3147:,16169209,3147,16173602,1
3148:,16173603,3148,16209866,1
3149:,16209867,3149,16210431,1
3150:,16210432,3150,16219407,1
3151:,16219408,3151,16335770,1
3152:,16335771,3152,16337508,1
3153:,16337509,3153,16355294,1
3154:,16355295,3154,16355467,1
3155:,16355468,3155,16356092,1
3156:,16356093,3156,16356254,1
3157:,16356255,3157,16356968,1
3158:,16356969,3158,16357223,1
3159:,16357224,3159,16360058,1
3160:,16360059,3160,16366203,1
3161:,16366204,3161,16392358,1
3162:,16392359,3162,16392444,1
3163:,16392445,3163,16393646,1
3164:,16393647,3164,16394005,1
3165:,16394006,3165,16423768,1
3166:,16423769,3166,16424090,1
3167:,16424091,3167,16424213,1
3168:,16424214,3168,16444162,1
3169:,16444163,3169,16444493,1
3170:,16444494,3170,16448452,1
3171:,16448453,3171,16448611,1
3172:,16448612,3172,16449260,1
3173:,16449261,3173,16449580,1
3174:,16449581,3174,16456893,1
3175:,16456894,3175,16457417,1
3176:,16457418,3176,16458309,1
3177:,16458310,3177,16458999,1
3178:,16459000,3178,16459131,1
3179:,16459132,3179,16459219,1
3180:,16459220,3180,16459565,1
3181:,16459566,3181,16463270,1
3182:,16463271,3182,16476954,1
3183:,16476955,3183,16479294,1
3184:,16479295,3184,16480778,1
3185:,16480779,3185,16481309,1
3186:,16481310,3186,16481614,1
3187:,16481615,3187,16482456,1
3188:,16482457,3188,16483045,1
3189:,16483046,3189,16483130,1
3190:,16483131,3190,16485571,1
3191:,16485572,3191,16485657,1
3192:,16485658,3192,16492355,1
3193:,16492356,3193,16492520,1
3194:,16492521,3194,16492769,1
3195:,16492770,3195,16493172,1
3196:,16493173,3196,16494576,1
3197:,16494577,3197,16525985,1
3198:,16525986,3198,16556321,1
3199:,16556322,3199,16556411,1
3200:,16556412,3200,16556953,1
3201:,16556954,3201,16557214,1
3202:,16557215,3202,16557636,1
3203:,16557637,3203,16557735,1
3204:,16557736,3204,16558128,1
3205:,16558129,3205,16558230,1
3206:,16558231,3206,16558366,1
3207:,16558367,3207,16562005,1
3208:,16562006,3208,16563971,1
3209:,16563972,3209,16564723,1
3210:,16564724,3210,16567563,1
3211:,16567564,3211,16567767,1
3212:,16567768,3212,16571254,1
3213:,16571255,3213,16571369,1
3214:,16571370,3214,16571490,1
3215:,16571491,3215,16572668,1
3216:,16572669,3216,16587295,1
3217:,16587296,3217,16588023,1
3218:,16588024,3218,16588383,1
3219:,16588384,3219,16588654,1
3220:,16588655,3220,16591771,1
3221:,16591772,3221,16593475,1
3222:,16593476,3222,16611658,1
3223:,16611659,3223,16620925,1
3224:,16620926,3224,16630195,1
3225:,16630196,3225,16640697,1
3226:,16640698,3226,16650130,1
3227:,16650131,3227,16651417,1
3228:,16651418,3228,16651909,1
3229:,16651910,3229,16653848,1
3230:,16653849,3230,16653989,1
3231:,16653990,3231,16654634,1
3232:,16654635,3232,16663598,1
3233:,16663599,3233,16663808,1
3234:,16663809,3234,16663926,1
3235:,16663927,3235,16664080,1
3236:,16664081,3236,16664784,1
3237:,16664785,3237,16667097,1
3238:,16667098,3238,16667391,1
3239:,16667392,3239,16688665,1
3240:,16688666,3240,16689487,1
3241:,16689488,3241,16689720,1
3242:,16689721,3242,16691914,1
3243:,16691915,3243,16692351,1
3244:,16692352,3244,16692588,1
3245:,16692589,3245,16693112,1
3246:,16693113,3246,16693384,1
3247:,16693385,3247,16693987,1
3248:,16693988,3248,16694466,1
3249:,16694467,3249,16695315,1
3250:,16695316,3250,16695534,1
3251:,16695535,3251,16695632,1
3252:,16695633,3252,16695876,1
3253:,16695877,3253,16711915,1
3254:,16711916,3254,16774544,1
3255:,16774545,3255,16775162,1
3256:,16775163,3256,16804020,1
3257:,16804021,3257,16804125,1
3258:,16804126,3258,16804900,1
3259:,16804901,3259,16805011,1
3260:,16805012,3260,16805295,1
3261:,16805296,3261,16805457,1
3262:,16805458,3262,16806954,1
3263:,16806955,3263,16807658,1
3264:,16807659,3264,16809607,1
3265:,16809608,3265,16827387,1
3266:,16827388,3266,16829335,1
3267:,16829336,3267,16847905,1
3268:,16847906,3268,16850825,1
3269:,16850826,3269,16862088,1
3270:,16862089,3270,16862306,1
3271:,16862307,3271,16862539,1
3272:,16862540,3272,16864297,1
3273:,16864298,3273,16865165,1
3274:,16865166,3274,16891390,1
3275:,16891391,3275,16902925,1
3276:,16902926,3276,16907770,1
3277:,16907771,3277,16907959,1
3278:,16907960,3278,16908884,1
3279:,16908885,3279,16909191,1
3280:,16909192,3280,16909351,1
3281:,16909352,3281,16909742,1
3282:,16909743,3282,17027013,1
3283:,17027014,3283,17028162,1
3284:,17028163,3284,17028266,1
3285:,17028267,3285,17043441,1
3286:,17043442,3286,17044018,1
3287:,17044019,3287,17044748,1
3288:,17044749,3288,17045147,1
3289:,17045148,3289,17045701,1
3290:,17045702,3290,17117316,1
3291:,17117317,3291,17117814,1
3292:,17117815,3292,17118119,1
3293:,17118120,3293,17118503,1
3294:,17118504,3294,17118606,1
3295:,17118607,3295,17121867,1
3296:,17121868,3296,17121989,1
3297:,17121990,3297,17122112,1
3298:,17122113,3298,17122230,1
3299:,17122231,3299,17122632,1
3300:,17122633,3300,17122725,1
3301:,17122726,3301,17125587,1
3302:,17125588,3302,17125731,1
3303:,17125732,3303,17126497,1
3304:,17126498,3304,17126767,1
3305:,17126768,3305,17128306,1
3306:,17128307,3306,17130041,1
3307:,17130042,3307,17130342,1
3308:,17130343,3308,17130458,1
3309:,17130459,3309,17141428,1
3310:,17141429,3310,17152309,1
3311:,17152310,3311,17152523,1
3312:,17152524,3312,17169956,1
3313:,17169957,3313,17172217,1
3314:,17172218,3314,17174821,1
3315:,17174822,3315,17207688,1
3316:,17207689,3316,17209128,1
3317:,17209129,3317,17209927,1
3318:,17209928,3318,17210369,1
3319:,17210370,3319,17210695,1
3320:,17210696,3320,17284491,1
3321:,17284492,3321,17288628,1
3322:,17288629,3322,17288720,1
3323:,17288721,3323,17290223,1
3324:,17290224,3324,17293165,1
3325:,17293166,3325,17293923,1
3326:,17293924,3326,17309890,1
3327:,17309891,3327,17310285,1
3328:,17310286,3328,17310348,1
3329:,17310349,3329,17310542,1
3330:,17310543,3330,17311112,1
3331:,17311113,3331,17318007,1
3332:,17318008,3332,17318962,1
3333:,17318963,3333,17408677,1
3334:,17408678,3334,17410339,1
3335:,17410340,3335,17411582,1
3336:,17411583,3336,17412172,1
3337:,17412173,3337,17412331,1
3338:,17412332,3338,17412597,1
3339:,17412598,3339,17412727,1
3340:,17412728,3340,17413184,1
3341:,17413185,3341,17413258,1
3342:,17413259,3342,17422304,1
3343:,17422305,3343,17423119,1
3344:,17423120,3344,17423223,1
3345:,17423224,3345,17423623,1
3346:,17423624,3346,17423769,1
3347:,17423770,3347,17439969,1
3348:,17439970,3348,17442540,1
3349:,17442541,3349,17442706,1
3350:,17442707,3350,17465621,1
3351:,17465622,3351,17465784,1
3352:,17465785,3352,17465899,1
3353:,17465900,3353,17466058,1
3354:,17466059,3354,17467792,1
3355:,17467793,3355,17491122,1
3356:,17491123,3356,17491315,1
3357:,17491316,3357,17492231,1
3358:,17492232,3358,17492367,1
3359:,17492368,3359,17492484,1
3360:,17492485,3360,17492653,1
3361:,17492654,3361,17492785,1
3362:,17492786,3362,17493112,1
3363:,17493113,3363,17493193,1
3364:,17493194,3364,17513289,1
3365:,17513290,3365,17513646,1
3366:,17513647,3366,17514009,1
3367:,17514010,3367,17515358,1
3368:,17515359,3368,17593572,1
3369:,17593573,3369,17598485,1
3370:,17598486,3370,17598603,1
3371:,17598604,3371,17673744,1
3372:,17673745,3372,17674139,1
3373:,17674140,3373,17674476,1
3374:,17674477,3374,17675635,1
3375:,17675636,3375,17677078,1
3376:,17677079,3376,17679435,1
3377:,17679436,3377,17679565,1
3378:,17679566,3378,17679845,1
3379:,17679846,3379,17688457,1
3380:,17688458,3380,17688819,1
3381:,17688820,3381,17689006,1
3382:,17689007,3382,17689482,1
3383:,17689483,3383,17689700,1
3384:,17689701,3384,17691134,1
3385:,17691135,3385,17743450,1
3386:,17743451,3386,17743763,1
3387:,17743764,3387,17744335,1
3388:,17744336,3388,17744881,1
3389:,17744882,3389,17745513,1
3390:,17745514,3390,17746776,1
3391:,17746777,3391,17752126,1
3392:,17752127,3392,17752241,1
3393:,17752242,3393,17752510,1
3394:,17752511,3394,17755377,1
3395:,17755378,3395,17755462,1
3396:,17755463,3396,17755572,1
3397:,17755573,3397,17761958,1
3398:,17761959,3398,17765119,1
3399:,17765120,3399,17765274,1
3400:,17765275,3400,17765396,1
3401:,17765397,3401,17765799,1
3402:,17765800,3402,17766774,1
3403:,17766775,3403,17769661,1
3404:,17769662,3404,17772538,1
3405:,17772539,3405,17775631,1
3406:,17775632,3406,17775862,1
3407:,17775863,3407,17775979,1
3408:,17775980,3408,17780564,1
3409:,17780565,3409,17780681,1
3410:,17780682,3410,17782812,1
3411:,17782813,3411,17783283,1
3412:,17783284,3412,17783407,1
3413:,17783408,3413,17783880,1
3414:,17783881,3414,17803155,1
3415:,17803156,3415,17803409,1
3416:,17803410,3416,17806270,1
3417:,17806271,3417,17806560,1
3418:,17806561,3418,17849982,1
3419:,17849983,3419,17851416,1
3420:,17851417,3420,17855632,1
3421:,17855633,3421,17857258,1
3422:,17857259,3422,17860319,1
3423:,17860320,3423,17867976,1
3424:,17867977,3424,17868412,1
3425:,17868413,3425,17868912,1
3426:,17868913,3426,17869383,1
3427:,17869384,3427,18006234,1
3428:,18006235,3428,18006397,1
3429:,18006398,3429,18006535,1
3430:,18006536,3430,18006763,1
3431:,18006764,3431,18007033,1
3432:,18007034,3432,18007928,1
3433:,18007929,3433,18066078,1
3434:,18066079,3434,18083546,1
3435:,18083547,3435,18083640,1
3436:,18083641,3436,18083736,1
3437:,18083737,3437,18095585,1
3438:,18095586,3438,18096816,1
3439:,18096817,3439,18101566,1
3440:,18101567,3440,18101674,1
3441:,18101675,3441,18111670,1
3442:,18111671,3442,18112794,1
3443:,18112795,3443,18113083,1
3444:,18113084,3444,18123111,1
3445:,18123112,3445,18123247,1
3446:,18123248,3446,18158375,1
3447:,18158376,3447,18158486,1
3448:,18158487,3448,18158607,1
3449:,18158608,3449,18159669,1
3450:,18159670,3450,18160031,1
3451:,18160032,3451,18163499,1
3452:,18163500,3452,18163707,1
3453:,18163708,3453,18169457,1
3454:,18169458,3454,18169582,1
3455:,18169583,3455,18170656,1
3456:,18170657,3456,18177906,1
3457:,18177907,3457,18178063,1
3458:,18178064,3458,18178396,1
3459:,18178397,3459,18178555,1
3460:,18178556,3460,18178725,1
3461:,18178726,3461,18179957,1
3462:,18179958,3462,18180049,1
3463:,18180050,3463,18227028,1
3464:,18227029,3464,18228497,1
3465:,18228498,3465,18228657,1
3466:,18228658,3466,18255798,1
3467:,18255799,3467,18256163,1
3468:,18256164,3468,18256285,1
3469:,18256286,3469,18261943,1
3470:,18261944,3470,18262705,1
3471:,18262706,3471,18263383,1
3472:,18263384,3472,18263855,1
3473:,18263856,3473,18264020,1
3474:,18264021,3474,18264151,1
3475:,18264152,3475,18266766,1
3476:,18266767,3476,18267449,1
3477:,18267450,3477,18267889,1
3478:,18267890,3478,18283282,1
3479:,18283283,3479,18283482,1
3480:,18283483,3480,18286376,1
3481:,18286377,3481,18290446,1
3482:,18290447,3482,18291111,1
3483:,18291112,3483,18291275,1
3484:,18291276,3484,18291582,1
3485:,18291583,3485,18291756,1
3486:,18291757,3486,18292751,1
3487:,18292752,3487,18300049,1
3488:,18300050,3488,18300252,1
3489:,18300253,3489,18324660,1
3490:,18324661,3490,18324993,1
3491:,18324994,3491,18327810,1
3492:,18327811,3492,18328575,1
3493:,18328576,3493,18328756,1
3494:,18328757,3494,18329601,1
3495:,18329602,3495,18332425,1
3496:,18332426,3496,18338940,1
3497:,18338941,3497,18339091,1
3498:,18339092,3498,18339330,1
3499:,18339331,3499,18339496,1
3500:,18339497,3500,18346174,1
3501:,18346175,3501,18346296,1
3502:,18346297,3502,18346407,1
3503:,18346408,3503,18346574,1
3504:,18346575,3504,18346729,1
3505:,18346730,3505,18351542,1
3506:,18351543,3506,18358532,1
3507:,18358533,3507,18358721,1
3508:,18358722,3508,18358890,1
3509:,18358891,3509,18360878,1
3510:,18360879,3510,18368667,1
3511:,18368668,3511,18368774,1
3512:,18368775,3512,18369207,1
3513:,18369208,3513,18378332,1
3514:,18378333,3514,18378472,1
3515:,18378473,3515,18386543,1
3516:,18386544,3516,18386622,1
3517:,18386623,3517,18386950,1
3518:,18386951,3518,18387019,1
3519:,18387020,3519,18387295,1
3520:,18387296,3520,18387692,1
3521:,18387693,3521,18394960,1
3522:,18394961,3522,18417812,1
3523:,18417813,3523,18426881,1
3524:,18426882,3524,18428164,1
3525:,18428165,3525,18430492,1
3526:,18430493,3526,18442303,1
3527:,18442304,3527,18442862,1
3528:,18442863,3528,18443060,1
3529:,18443061,3529,18445786,1
3530:,18445787,3530,18447065,1
3531:,18447066,3531,18447364,1
3532:,18447365,3532,18450655,1
3533:,18450656,3533,18451971,1
3534:,18451972,3534,18452746,1
3535:,18452747,3535,18465736,1
3536:,18465737,3536,18466175,1
3537:,18466176,3537,18466459,1
3538:,18466460,3538,18526931,1
3539:,18526932,3539,18527301,1
3540:,18527302,3540,18527491,1
3541:,18527492,3541,18557551,1
3542:,18557552,3542,18563555,1
3543:,18563556,3543,18563804,1
3544:,18563805,3544,18580619,1
3545:,18580620,3545,18581211,1
3546:,18581212,3546,18582518,1
3547:,18582519,3547,18582591,1
3548:,18582592,3548,18582717,1
3549:,18582718,3549,18582846,1
3550:,18582847,3550,18583050,1
3551:,18583051,3551,18597258,1
3552:,18597259,3552,18597478,1
3553:,18597479,3553,18597585,1
3554:,18597586,3554,18598069,1
3555:,18598070,3555,18598295,1
3556:,18598296,3556,18598398,1
3557:,18598399,3557,18600708,1
3558:,18600709,3558,18600819,1
3559:,18600820,3559,18603188,1
3560:,18603189,3560,18603624,1
3561:,18603625,3561,18603995,1
3562:,18603996,3562,18604125,1
3563:,18604126,3563,18611119,1
3564:,18611120,3564,18611448,1
3565:,18611449,3565,18614322,1
3566:,18614323,3566,18614465,1
3567:,18614466,3567,18619398,1
3568:,18619399,3568,18620014,1
3569:,18620015,3569,18621022,1
3570:,18621023,3570,18623307,1
3571:,18623308,3571,18631490,1
3572:,18631491,3572,18631620,1
3573:,18631621,3573,18637273,1
3574:,18637274,3574,18637945,1
3575:,18637946,3575,18638111,1
3576:,18638112,3576,18638454,1
3577:,18638455,3577,18638574,1
3578:,18638575,3578,18638654,1
3579:,18638655,3579,18674112,1
3580:,18674113,3580,18674235,1
3581:,18674236,3581,18678584,1
3582:,18678585,3582,18683960,1
3583:,18683961,3583,18688219,1
3584:,18688220,3584,18688522,1
3585:,18688523,3585,18688813,1
3586:,18688814,3586,18688907,1
3587:,18688908,3587,18692038,1
3588:,18692039,3588,18692427,1
3589:,18692428,3589,18692530,1
3590:,18692531,3590,18697241,1
3591:,18697242,3591,18698364,1
3592:,18698365,3592,18698480,1
3593:,18698481,3593,18703678,1
3594:,18703679,3594,18703783,1
3595:,18703784,3595,18706442,1
3596:,18706443,3596,18706999,1
3597:,18707000,3597,18707099,1
3598:,18707100,3598,18707498,1
3599:,18707499,3599,18710434,1
3600:,18710435,3600,18710804,1
3601:,18710805,3601,18711010,1
3602:,18711011,3602,18711127,1
3603:,18711128,3603,18711230,1
3604:,18711231,3604,18711551,1
3605:,18711552,3605,18786381,1
3606:,18786382,3606,18787008,1
3607:,18787009,3607,18787146,1
3608:,18787147,3608,18793459,1
3609:,18793460,3609,18793616,1
3610:,18793617,3610,18868765,1
3611:,18868766,3611,18895173,1
3612:,18895174,3612,18908526,1
3613:,18908527,3613,18909602,1
3614:,18909603,3614,18909838,1
3615:,18909839,3615,18912956,1
3616:,18912957,3616,18913463,1
3617:,18913464,3617,18936638,1
3618:,18936639,3618,18936742,1
3619:,18936743,3619,18937020,1
3620:,18937021,3620,18937139,1
3621:,18937140,3621,18937270,1
3622:,18937271,3622,18938938,1
3623:,18938939,3623,18943724,1
3624:,18943725,3624,19083153,1
3625:,19083154,3625,19084669,1
3626:,19084670,3626,19114613,1
3627:,19114614,3627,19114729,1
3628:,19114730,3628,19115022,1
3629:,19115023,3629,19115237,1
3630:,19115238,3630,19115451,1
3631:,19115452,3631,19115930,1
3632:,19115931,3632,19116063,1
3633:,19116064,3633,19116737,1
3634:,19116738,3634,19117770,1
3635:,19117771,3635,19117958,1
3636:,19117959,3636,19118087,1
3637:,19118088,3637,19118200,1
3638:,19118201,3638,19201881,1
3639:,19201882,3639,19202130,1
3640:,19202131,3640,19206083,1
3641:,19206084,3641,19206391,1
3642:,19206392,3642,19208529,1
3643:,19208530,3643,19208821,1
3644:,19208822,3644,19208908,1
3645:,19208909,3645,19209131,1
3646:,19209132,3646,19209834,1
3647:,19209835,3647,19209938,1
3648:,19209939,3648,19249797,1
3649:,19249798,3649,19254916,1
3650:,19254917,3650,19291658,1
3651:,19291659,3651,19292119,1
3652:,19292120,3652,19292716,1
3653:,19292717,3653,19292860,1
3654:,19292861,3654,19293578,1
3655:,19293579,3655,19294005,1
3656:,19294006,3656,19294048,1
3657:,19294049,3657,19296336,1
3658:,19296337,3658,19296500,1
3659:,19296501,3659,19297476,1
3660:,19297477,3660,19297612,1
3661:,19297613,3661,19297712,1
3662:,19297713,3662,19299864,1
3663:,19299865,3663,19299980,1
3664:,19299981,3664,19300277,1
3665:,19300278,3665,19300575,1
3666:,19300576,3666,19301496,1
3667:,19301497,3667,19302689,1
3668:,19302690,3668,19307535,1
3669:,19307536,3669,19307663,1
3670:,19307664,3670,19327463,1
3671:,19327464,3671,19327783,1
3672:,19327784,3672,19330788,1
3673:,19330789,3673,19331295,1
3674:,19331296,3674,19331870,1
3675:,19331871,3675,19332710,1
3676:,19332711,3676,19332897,1
3677:,19332898,3677,19333386,1
3678:,19333387,3678,19334139,1
3679:,19334140,3679,19335033,1
3680:,19335034,3680,19352486,1
3681:,19352487,3681,19352797,1
3682:,19352798,3682,19353195,1
3683:,19353196,3683,19353338,1
3684:,19353339,3684,19395879,1
3685:,19395880,3685,19398083,1
3686:,19398084,3686,19400260,1
3687:,19400261,3687,19400982,1
3688:,19400983,3688,19401271,1
3689:,19401272,3689,19421139,1
3690:,19421140,3690,19422443,1
3691:,19422444,3691,19422772,1
3692:,19422773,3692,19422880,1
3693:,19422881,3693,19422928,1
3694:,19422929,3694,19423086,1
3695:,19423087,3695,19423215,1
3696:,19423216,3696,19425295,1
3697:,19425296,3697,19425410,1
3698:,19425411,3698,19425549,1
3699:,19425550,3699,19426224,1
3700:,19426225,3700,19427074,1
3701:,19427075,3701,19431230,1
3702:,19431231,3702,19431608,1
3703:,19431609,3703,19436423,1
3704:,19436424,3704,19436777,1
3705:,19436778,3705,19437063,1
3706:,19437064,3706,19437315,1
3707:,19437316,3707,19437508,1
3708:,19437509,3708,19438390,1
3709:,19438391,3709,19438735,1
3710:,19438736,3710,19442166,1
3711:,19442167,3711,19442289,1
3712:,19442290,3712,19442657,1
3713:,19442658,3713,19492627,1
3714:,19492628,3714,19495602,1
3715:,19495603,3715,19515811,1
3716:,19515812,3716,19519273,1
3717:,19519274,3717,19519717,1
3718:,19519718,3718,19520260,1
3719:,19520261,3719,19521215,1
3720:,19521216,3720,19521661,1
3721:,19521662,3721,19522275,1
3722:,19522276,3722,19522487,1
3723:,19522488,3723,19522702,1
3724:,19522703,3724,19523377,1
3725:,19523378,3725,19533848,1
3726:,19533849,3726,19534002,1
3727:,19534003,3727,19534215,1
3728:,19534216,3728,19555051,1
3729:,19555052,3729,19555297,1
3730:,19555298,3730,19595489,1
3731:,19595490,3731,19595578,1
3732:,19595579,3732,19595735,1
3733:,19595736,3733,19598360,1
3734:,19598361,3734,19600066,1
3735:,19600067,3735,19600821,1
3736:,19600822,3736,19609404,1
3737:,19609405,3737,19610397,1
3738:,19610398,3738,19610502,1
3739:,19610503,3739,19611180,1
3740:,19611181,3740,19618099,1
3741:,19618100,3741,19618529,1
3742:,19618530,3742,19635253,1
3743:,19635254,3743,19639571,1
3744:,19639572,3744,19639756,1
3745:,19639757,3745,19640473,1
3746:,19640474,3746,19641971,1
3747:,19641972,3747,19643060,1
3748:,19643061,3748,19643182,1
3749:,19643183,3749,19644261,1
3750:,19644262,3750,19644655,1
3751:,19644656,3751,19645442,1
3752:,19645443,3752,19645678,1
3753:,19645679,3753,19645813,1
3754:,19645814,3754,19645953,1
3755:,19645954,3755,19646194,1
3756:,19646195,3756,19739436,1
3757:,19739437,3757,19740252,1
3758:,19740253,3758,19746948,1
3759:,19746949,3759,19748283,1
3760:,19748284,3760,19748776,1
3761:,19748777,3761,19748972,1
3762:,19748973,3762,19749092,1
3763:,19749093,3763,19751114,1
3764:,19751115,3764,19751194,1
3765:,19751195,3765,19754584,1
3766:,19754585,3766,19756851,1
3767:,19756852,3767,19757160,1
3768:,19757161,3768,19759878,1
